ticker,model,rmse,mae,dir_acc,pred_std,pred_std_ratio,rmse_vs_naive_pct
ABVC,Naive,0.1638757942321707,0.11274561372861884,0.0,0.0,0.0,0.0
ABVC,Ridge,193.77270277667313,190.16804117061886,0.5778364116094987,37.192562214759526,226.96324579539905,-118143.63914425705
ABVC,Huber,0.16398037150590983,0.11324418872348854,0.42216358839050133,0.0008265427783054598,0.005043880297080173,-0.06381496073238091
ABVC,RandomForest,5.343432040608405,0.7135141715180047,0.43007915567282323,5.286771530625137,32.26190278155186,-3160.6597366284054
ABVC,HistGradientBoosting,9.236458588491471,6.954275329161091,0.575197889182058,6.690903781994426,40.830455048980944,-5536.255575003186
ABVC,XGBoost,5.526720340959916,5.436668675806287,0.5778364116094987,0.9819084833008366,5.9919812772553875,-3272.5056020963943
ABVC,LSTM(SmoothL1),7.693794426223882,7.569497501674945,0.5778364116094987,1.3598329953695611,8.298221256890917,-4594.893753084555
AC,Naive,0.036557530351825636,0.02460956848747765,0.0,0.0,0.0,0.0
AC,Ridge,0.035642642449075376,0.024286564731123825,0.5552407932011332,0.008047461275997652,0.2207438940935205,2.502597669879446
AC,Huber,0.035921170726629745,0.02425510719964978,0.5410764872521246,0.006974954556809522,0.19132476407034388,1.7407073701960618
AC,RandomForest,0.03625586185301144,0.024291509840974432,0.5750708215297451,0.0033074368892165827,0.09072382871500272,0.8251883973314716
AC,HistGradientBoosting,0.03686609746381889,0.0250786943627977,0.5382436260623229,0.008268941085045086,0.22681914116032403,-0.8440589641139371
AC,XGBoost,0.03652565017531763,0.025153436076131075,0.5439093484419264,0.006984175600522037,0.19157769962689986,0.08720549829596343
AC,LSTM(SmoothL1),0.036601739319157764,0.024691166201273252,0.46458923512747874,0.0024008618746088244,0.06585624723197189,-0.12092985195297881
ACA,Naive,0.05242423719291459,0.03960962854474772,0.0,0.0,0.0,0.0
ACA,Ridge,0.05298356196022711,0.03980974944122991,0.5413223140495868,0.007787803719983157,0.14870512760725943,-1.0669201828426693
ACA,Huber,0.052572001508734256,0.0393898640486976,0.5,0.007459274133442821,0.1424319810506913,-0.28186259587509044
ACA,RandomForest,0.052735936280777725,0.03973385948715884,0.512396694214876,0.00362352475686191,0.06918981663271546,-0.5945705737522106
ACA,HistGradientBoosting,0.05326653067881805,0.04053015695723323,0.5206611570247934,0.007722518724962977,0.14745853564572806,-1.6066871565606635
ACA,XGBoost,0.05324705729591377,0.04013461728776579,0.49173553719008267,0.008261349426614592,0.1577473014041935,-1.5695413935567744
ACA,LSTM(SmoothL1),0.05236338660307556,0.039353444374270935,0.5082644628099173,0.0033138776937111855,0.06327722462415092,0.11607339104450953
ACAD,Naive,0.07506060371559632,0.05101909897338203,0.0,0.0,0.0,0.0
ACAD,Ridge,0.07520648019923647,0.05199140969763628,0.49744897959183676,0.009702901054741834,0.12945069529928271,-0.19434493784898013
ACAD,Huber,0.07503059685154723,0.051433408888638024,0.5012755102040817,0.006768164166994622,0.0902970722234636,0.03997684879113267
